"","...1","review","paper_id","duration","rv_year","loc_multi_results","group_level1","group_level2","group_level3","rv","rv_depth","sample_depth","rv_units","stat_test","stat_type","trt1","trt1_int","trt1_int2","trt1_value","trt2","trt2_int","trt2_int2","trt2_value","significance","trt1_name","trt1_details","trt2_name","trt2_details","trt2_group1","trt2_group2","crop_type","system_group1","system_group2","mgmt_intention","norm_interp2","norm_interp3","group_level1_alt","group_level2_alt","norm_interp2_alt","norm_interp3_alt","per_change","grouping","normative_effect"
"1784",1940,"Continuous cover",4022,"2016-3","3","1","Climate Mitigation","Carbon Storage","Soil Organic Carbon","heavy organic matter fraction, 0-10 cm depth","0-10 cm","0-30 cm","mg C/kg","Tukeys","mean",2,"NA","NA",520,4,"NA","NA",525,"ns","monocrop","dolichos","intercrop","potato;dolichos",2,"Legume & Non-Legume","Vegetable;Bean","Uniform","Rainfed","Climate Mitigation;Soil Health","Positive","assumed societal benefit","Other Soil Properties","Chemical Properties","Dependent on other factors","assumed societal benefit",0.96,"Climate Mitigation | Carbon Storage | Soil Organic Carbon ; Other Soil Properties | Chemical Properties | Soil Organic Carbon","Positive | assumed societal benefit ; Dependent on other factors | assumed societal benefit"
"1785",1941,"Continuous cover",4022,"2016-3","3","1","Climate Mitigation","Carbon Storage","Soil Organic Carbon","heavy organic matter fraction, 10-20 cm depth","10-20 cm","0-30 cm","mg C/kg","Tukeys","mean",0,"NA","NA",445,3,"NA","NA",522,"ns","monocrop","potato","intercrop","potato;bean",2,"Legume & Non-Legume","Vegetable;Bean","Uniform","Rainfed","Climate Mitigation;Soil Health","Positive","assumed societal benefit","Other Soil Properties","Chemical Properties","Dependent on other factors","assumed societal benefit",17.3,"Climate Mitigation | Carbon Storage | Soil Organic Carbon ; Other Soil Properties | Chemical Properties | Soil Organic Carbon","Positive | assumed societal benefit ; Dependent on other factors | assumed societal benefit"
"1786",1942,"Continuous cover",4022,"2016-3","3","1","Climate Mitigation","Carbon Storage","Soil Organic Carbon","heavy organic matter fraction, 10-20 cm depth","10-20 cm","0-30 cm","mg C/kg","Tukeys","mean",0,"NA","NA",445,4,"NA","NA",508,"ns","monocrop","potato","intercrop","potato;dolichos",2,"Legume & Non-Legume","Vegetable;Bean","Uniform","Rainfed","Climate Mitigation;Soil Health","Positive","assumed societal benefit","Other Soil Properties","Chemical Properties","Dependent on other factors","assumed societal benefit",14.16,"Climate Mitigation | Carbon Storage | Soil Organic Carbon ; Other Soil Properties | Chemical Properties | Soil Organic Carbon","Positive | assumed societal benefit ; Dependent on other factors | assumed societal benefit"
"1787",1943,"Continuous cover",4022,"2016-3","3","1","Climate Mitigation","Carbon Storage","Soil Organic Carbon","heavy organic matter fraction, 10-20 cm depth","10-20 cm","0-30 cm","mg C/kg","Tukeys","mean",1,"NA","NA",501,3,"NA","NA",522,"ns","monocrop","bean","intercrop","potato;bean",2,"Legume & Non-Legume","Vegetable;Bean","Uniform","Rainfed","Climate Mitigation;Soil Health","Positive","assumed societal benefit","Other Soil Properties","Chemical Properties","Dependent on other factors","assumed societal benefit",4.19,"Climate Mitigation | Carbon Storage | Soil Organic Carbon ; Other Soil Properties | Chemical Properties | Soil Organic Carbon","Positive | assumed societal benefit ; Dependent on other factors | assumed societal benefit"
"1788",1944,"Continuous cover",4022,"2016-3","3","1","Climate Mitigation","Carbon Storage","Soil Organic Carbon","heavy organic matter fraction, 10-20 cm depth","10-20 cm","0-30 cm","mg C/kg","Tukeys","mean",1,"NA","NA",501,4,"NA","NA",508,"ns","monocrop","bean","intercrop","potato;dolichos",2,"Legume & Non-Legume","Vegetable;Bean","Uniform","Rainfed","Climate Mitigation;Soil Health","Positive","assumed societal benefit","Other Soil Properties","Chemical Properties","Dependent on other factors","assumed societal benefit",1.4,"Climate Mitigation | Carbon Storage | Soil Organic Carbon ; Other Soil Properties | Chemical Properties | Soil Organic Carbon","Positive | assumed societal benefit ; Dependent on other factors | assumed societal benefit"
"1789",1945,"Continuous cover",4022,"2016-3","3","1","Climate Mitigation","Carbon Storage","Soil Organic Carbon","heavy organic matter fraction, 10-20 cm depth","10-20 cm","0-30 cm","mg C/kg","Tukeys","mean",2,"NA","NA",494,3,"NA","NA",522,"ns","monocrop","dolichos","intercrop","potato;bean",2,"Legume & Non-Legume","Vegetable;Bean","Uniform","Rainfed","Climate Mitigation;Soil Health","Positive","assumed societal benefit","Other Soil Properties","Chemical Properties","Dependent on other factors","assumed societal benefit",5.67,"Climate Mitigation | Carbon Storage | Soil Organic Carbon ; Other Soil Properties | Chemical Properties | Soil Organic Carbon","Positive | assumed societal benefit ; Dependent on other factors | assumed societal benefit"
"1790",1946,"Continuous cover",4022,"2016-3","3","1","Climate Mitigation","Carbon Storage","Soil Organic Carbon","heavy organic matter fraction, 10-20 cm depth","10-20 cm","0-30 cm","mg C/kg","Tukeys","mean",2,"NA","NA",494,4,"NA","NA",508,"ns","monocrop","dolichos","intercrop","potato;dolichos",2,"Legume & Non-Legume","Vegetable;Bean","Uniform","Rainfed","Climate Mitigation;Soil Health","Positive","assumed societal benefit","Other Soil Properties","Chemical Properties","Dependent on other factors","assumed societal benefit",2.83,"Climate Mitigation | Carbon Storage | Soil Organic Carbon ; Other Soil Properties | Chemical Properties | Soil Organic Carbon","Positive | assumed societal benefit ; Dependent on other factors | assumed societal benefit"
"1791",1947,"Continuous cover",4022,"2016-3","3","1","Climate Mitigation","Carbon Storage","Soil Organic Carbon","heavy organic matter fraction, 20-30 cm depth","20-30 cm","0-30 cm","mg C/kg","Tukeys","mean",0,"NA","NA",418,3,"NA","NA",508,"0.05","monocrop","potato","intercrop","potato;bean",2,"Legume & Non-Legume","Vegetable;Bean","Uniform","Rainfed","Climate Mitigation;Soil Health","Positive","assumed societal benefit","Other Soil Properties","Chemical Properties","Dependent on other factors","assumed societal benefit",21.53,"Climate Mitigation | Carbon Storage | Soil Organic Carbon ; Other Soil Properties | Chemical Properties | Soil Organic Carbon","Positive | assumed societal benefit ; Dependent on other factors | assumed societal benefit"
"1792",1948,"Continuous cover",4022,"2016-3","3","1","Climate Mitigation","Carbon Storage","Soil Organic Carbon","heavy organic matter fraction, 20-30 cm depth","20-30 cm","0-30 cm","mg C/kg","Tukeys","mean",0,"NA","NA",418,4,"NA","NA",434,"0.05","monocrop","potato","intercrop","potato;dolichos",2,"Legume & Non-Legume","Vegetable;Bean","Uniform","Rainfed","Climate Mitigation;Soil Health","Positive","assumed societal benefit","Other Soil Properties","Chemical Properties","Dependent on other factors","assumed societal benefit",3.83,"Climate Mitigation | Carbon Storage | Soil Organic Carbon ; Other Soil Properties | Chemical Properties | Soil Organic Carbon","Positive | assumed societal benefit ; Dependent on other factors | assumed societal benefit"
"1793",1949,"Continuous cover",4022,"2016-3","3","1","Climate Mitigation","Carbon Storage","Soil Organic Carbon","heavy organic matter fraction, 20-30 cm depth","20-30 cm","0-30 cm","mg C/kg","Tukeys","mean",1,"NA","NA",525,3,"NA","NA",508,"ns","monocrop","bean","intercrop","potato;bean",2,"Legume & Non-Legume","Vegetable;Bean","Uniform","Rainfed","Climate Mitigation;Soil Health","Positive","assumed societal benefit","Other Soil Properties","Chemical Properties","Dependent on other factors","assumed societal benefit",-3.24,"Climate Mitigation | Carbon Storage | Soil Organic Carbon ; Other Soil Properties | Chemical Properties | Soil Organic Carbon","Positive | assumed societal benefit ; Dependent on other factors | assumed societal benefit"
"1794",1950,"Continuous cover",4022,"2016-3","3","1","Climate Mitigation","Carbon Storage","Soil Organic Carbon","heavy organic matter fraction, 20-30 cm depth","20-30 cm","0-30 cm","mg C/kg","Tukeys","mean",1,"NA","NA",525,4,"NA","NA",434,"ns","monocrop","bean","intercrop","potato;dolichos",2,"Legume & Non-Legume","Vegetable;Bean","Uniform","Rainfed","Climate Mitigation;Soil Health","Positive","assumed societal benefit","Other Soil Properties","Chemical Properties","Dependent on other factors","assumed societal benefit",-17.33,"Climate Mitigation | Carbon Storage | Soil Organic Carbon ; Other Soil Properties | Chemical Properties | Soil Organic Carbon","Positive | assumed societal benefit ; Dependent on other factors | assumed societal benefit"
"1795",1951,"Continuous cover",4022,"2016-3","3","1","Climate Mitigation","Carbon Storage","Soil Organic Carbon","heavy organic matter fraction, 20-30 cm depth","20-30 cm","0-30 cm","mg C/kg","Tukeys","mean",2,"NA","NA",456,3,"NA","NA",508,"0.05","monocrop","dolichos","intercrop","potato;bean",2,"Legume & Non-Legume","Vegetable;Bean","Uniform","Rainfed","Climate Mitigation;Soil Health","Positive","assumed societal benefit","Other Soil Properties","Chemical Properties","Dependent on other factors","assumed societal benefit",11.4,"Climate Mitigation | Carbon Storage | Soil Organic Carbon ; Other Soil Properties | Chemical Properties | Soil Organic Carbon","Positive | assumed societal benefit ; Dependent on other factors | assumed societal benefit"
"1796",1952,"Continuous cover",4022,"2016-3","3","1","Climate Mitigation","Carbon Storage","Soil Organic Carbon","heavy organic matter fraction, 20-30 cm depth","20-30 cm","0-30 cm","mg C/kg","Tukeys","mean",2,"NA","NA",456,4,"NA","NA",434,"0.05","monocrop","dolichos","intercrop","potato;dolichos",2,"Legume & Non-Legume","Vegetable;Bean","Uniform","Rainfed","Climate Mitigation;Soil Health","Positive","assumed societal benefit","Other Soil Properties","Chemical Properties","Dependent on other factors","assumed societal benefit",-4.82,"Climate Mitigation | Carbon Storage | Soil Organic Carbon ; Other Soil Properties | Chemical Properties | Soil Organic Carbon","Positive | assumed societal benefit ; Dependent on other factors | assumed societal benefit"
"1797",1953,"Continuous cover",4022,"2016-3","3","1","Climate Mitigation","Carbon Storage","Soil Organic Carbon","heavy organic matter fraction, 20-30 cm depth","30-40 cm","0-60 cm","mg C/kg","Tukeys","mean",0,"NA","NA",448,3,"NA","NA",465,"ns","monocrop","potato","intercrop","potato;bean",2,"Legume & Non-Legume","Vegetable;Bean","Uniform","Rainfed","Climate Mitigation;Soil Health","Positive","assumed societal benefit","Other Soil Properties","Chemical Properties","Dependent on other factors","assumed societal benefit",3.79,"Climate Mitigation | Carbon Storage | Soil Organic Carbon ; Other Soil Properties | Chemical Properties | Soil Organic Carbon","Positive | assumed societal benefit ; Dependent on other factors | assumed societal benefit"
"1798",1954,"Continuous cover",4022,"2016-3","3","1","Climate Mitigation","Carbon Storage","Soil Organic Carbon","heavy organic matter fraction, 20-30 cm depth","30-40 cm","0-60 cm","mg C/kg","Tukeys","mean",0,"NA","NA",448,4,"NA","NA",411,"ns","monocrop","potato","intercrop","potato;dolichos",2,"Legume & Non-Legume","Vegetable;Bean","Uniform","Rainfed","Climate Mitigation;Soil Health","Positive","assumed societal benefit","Other Soil Properties","Chemical Properties","Dependent on other factors","assumed societal benefit",-8.26,"Climate Mitigation | Carbon Storage | Soil Organic Carbon ; Other Soil Properties | Chemical Properties | Soil Organic Carbon","Positive | assumed societal benefit ; Dependent on other factors | assumed societal benefit"
"1799",1955,"Continuous cover",4022,"2016-3","3","1","Climate Mitigation","Carbon Storage","Soil Organic Carbon","heavy organic matter fraction, 20-30 cm depth","30-40 cm","0-60 cm","mg C/kg","Tukeys","mean",1,"NA","NA",467,3,"NA","NA",465,"ns","monocrop","bean","intercrop","potato;bean",2,"Legume & Non-Legume","Vegetable;Bean","Uniform","Rainfed","Climate Mitigation;Soil Health","Positive","assumed societal benefit","Other Soil Properties","Chemical Properties","Dependent on other factors","assumed societal benefit",-0.43,"Climate Mitigation | Carbon Storage | Soil Organic Carbon ; Other Soil Properties | Chemical Properties | Soil Organic Carbon","Positive | assumed societal benefit ; Dependent on other factors | assumed societal benefit"
"1800",1956,"Continuous cover",4022,"2016-3","3","1","Climate Mitigation","Carbon Storage","Soil Organic Carbon","heavy organic matter fraction, 20-30 cm depth","30-40 cm","0-60 cm","mg C/kg","Tukeys","mean",1,"NA","NA",467,4,"NA","NA",411,"ns","monocrop","bean","intercrop","potato;dolichos",2,"Legume & Non-Legume","Vegetable;Bean","Uniform","Rainfed","Climate Mitigation;Soil Health","Positive","assumed societal benefit","Other Soil Properties","Chemical Properties","Dependent on other factors","assumed societal benefit",-11.99,"Climate Mitigation | Carbon Storage | Soil Organic Carbon ; Other Soil Properties | Chemical Properties | Soil Organic Carbon","Positive | assumed societal benefit ; Dependent on other factors | assumed societal benefit"
"1801",1957,"Continuous cover",4022,"2016-3","3","1","Climate Mitigation","Carbon Storage","Soil Organic Carbon","heavy organic matter fraction, 20-30 cm depth","30-40 cm","0-60 cm","mg C/kg","Tukeys","mean",2,"NA","NA",432,3,"NA","NA",465,"ns","monocrop","dolichos","intercrop","potato;bean",2,"Legume & Non-Legume","Vegetable;Bean","Uniform","Rainfed","Climate Mitigation;Soil Health","Positive","assumed societal benefit","Other Soil Properties","Chemical Properties","Dependent on other factors","assumed societal benefit",7.64,"Climate Mitigation | Carbon Storage | Soil Organic Carbon ; Other Soil Properties | Chemical Properties | Soil Organic Carbon","Positive | assumed societal benefit ; Dependent on other factors | assumed societal benefit"
"1802",1958,"Continuous cover",4022,"2016-3","3","1","Climate Mitigation","Carbon Storage","Soil Organic Carbon","heavy organic matter fraction, 20-30 cm depth","30-40 cm","0-60 cm","mg C/kg","Tukeys","mean",2,"NA","NA",432,4,"NA","NA",411,"ns","monocrop","dolichos","intercrop","potato;dolichos",2,"Legume & Non-Legume","Vegetable;Bean","Uniform","Rainfed","Climate Mitigation;Soil Health","Positive","assumed societal benefit","Other Soil Properties","Chemical Properties","Dependent on other factors","assumed societal benefit",-4.86,"Climate Mitigation | Carbon Storage | Soil Organic Carbon ; Other Soil Properties | Chemical Properties | Soil Organic Carbon","Positive | assumed societal benefit ; Dependent on other factors | assumed societal benefit"
"1803",1959,"Continuous cover",4022,"2016-3","3","1","Climate Mitigation","Carbon Storage","Soil Organic Carbon","light organic matter fraction, 0-10 cm depth","0-10 cm","0-30 cm","mg C/kg","Tukeys","mean",0,"NA","NA",564,3,"NA","NA",922,"0.05","monocrop","potato","intercrop","potato;bean",2,"Legume & Non-Legume","Vegetable;Bean","Uniform","Rainfed","Climate Mitigation;Soil Health","Positive","assumed societal benefit","Other Soil Properties","Chemical Properties","Dependent on other factors","assumed societal benefit",63.48,"Climate Mitigation | Carbon Storage | Soil Organic Carbon ; Other Soil Properties | Chemical Properties | Soil Organic Carbon","Positive | assumed societal benefit ; Dependent on other factors | assumed societal benefit"
"1804",1960,"Continuous cover",4022,"2016-3","3","1","Climate Mitigation","Carbon Storage","Soil Organic Carbon","light organic matter fraction, 0-10 cm depth","0-10 cm","0-30 cm","mg C/kg","Tukeys","mean",0,"NA","NA",564,4,"NA","NA",635,"ns","monocrop","potato","intercrop","potato;dolichos",2,"Legume & Non-Legume","Vegetable;Bean","Uniform","Rainfed","Climate Mitigation;Soil Health","Positive","assumed societal benefit","Other Soil Properties","Chemical Properties","Dependent on other factors","assumed societal benefit",12.59,"Climate Mitigation | Carbon Storage | Soil Organic Carbon ; Other Soil Properties | Chemical Properties | Soil Organic Carbon","Positive | assumed societal benefit ; Dependent on other factors | assumed societal benefit"
