"","review","paper_id","duration","rv_year","loc_multi_results","group_level1","group_level2","group_level3","rv","rv_depth","sample_depth","rv_units","stat_test","stat_type","trt1","trt1_int","trt1_int2","trt1_value","trt2","trt2_int","trt2_int2","trt2_value","significance","finelevel_group","trt1_name","trt1_details","trt2_name","trt2_details","pm_group1","pm_group2","norm_interp2","norm_interp3","group_level1_alt","group_level2_alt","norm_interp2_alt","norm_interp3_alt","per_change","grouping","normative_effect"
"1","Pest Management",85,"2006-2","1","1","Crop Yields","Crop Damage","Corn lodging","lodged maize plants","NA","NA","%","LSD","mean",0,"2","NA",0,1,"2","NA",0,"ns","untreated_seedI","untreated","untreated maize planted in early June","clothianidin","clothianidin (1.25 mg ai per seed) seed treatment on maize planted in early June","Neonicotinoid (Insecticide)","Seed",NA,NA,NA,NA,NA,NA,0,"Crop Yields | Crop Damage | Corn lodging","NA | NA"
"663","Pest Management",83,"2011-3","3","1;2;3;4;5;6;7;8;9;10","Crop Yields","Stand Count","Soybean","soybean stand count","NA","NA","plants/ha","LSD","mean",0,"NA","NA",220000,1,"NA","NA",224000,"ns","untreated_seedF","untreated","untreated soybeans","mefenoxam; fludioxonil (ApronMaxx)","ApronMaxx (AM)","Fungicide","Seed",NA,NA,NA,NA,NA,NA,1.82,"Crop Yields | Stand Count | Soybean","NA | NA"
"664","Pest Management",83,"2011-3","2","1;2;3;4;5;6;7;8;9;10","Crop Yields","Grain Production","Soybean","soybean yield (2 year average)","NA","NA","kg/ha","LSD","mean",0,"NA","NA",4356,9,"NA","NA",4407,"ns","untreated_seedIFN","untreated","untreated soybeans","imidicloprid; clothianidin; trifloxystrobin; metalaxyl; biofungicide (Trilex 2000; Yield Shield; Gaucho 600; Poncho/VOTiVO)","Trilex 2000 + Yield Shield + Gaucho 600 + Poncho/VOTiVO","Neonicotinoid & Fungicide","Seed",NA,NA,NA,NA,NA,NA,1.17,"Crop Yields | Grain Production | Soybean","NA | NA"
"665","Pest Management",95,"2002-3","1","1;2;3","Crop Yields","Grain Production","Soybean","soybean grain yield","NA","NA","q/ha (quintal/hectare)","Dunnett","mean",0,"NA","NA",36.36,5,"NA","NA",36.28,"ns","untreated_foliarI","untreated","untreated soybean","lambda-cyhalothrin","soybean foliage sprayed with ?-cyhalothrin (16.83 or 21.91 g ai/ha)","Pyrethroid (Insecticide)","Foliar",NA,NA,NA,NA,NA,NA,-0.22,"Crop Yields | Grain Production | Soybean","NA | NA"
"666","Pest Management",95,"2002-3","2","2;3","Crop Yields","Grain Production","Soybean","soybean grain yield","NA","NA","q/ha (quintal/hectare)","Dunnett","mean",0,"NA","NA",21.77,5,"NA","NA",21.45,"ns","untreated_foliarI","untreated","untreated soybean","lambda-cyhalothrin","soybean foliage sprayed with ?-cyhalothrin (16.83 or 21.91 g ai/ha)","Pyrethroid (Insecticide)","Foliar",NA,NA,NA,NA,NA,NA,-1.47,"Crop Yields | Grain Production | Soybean","NA | NA"
"667","Pest Management",95,"2002-3","3","1","Crop Yields","Grain Production","Soybean","soybean grain yield","NA","NA","q/ha (quintal/hectare)","Dunnett","mean",0,"NA","NA",27.94,5,"NA","NA",26.01,"ns","untreated_foliarI","untreated","untreated soybean","lambda-cyhalothrin","soybean foliage sprayed with ?-cyhalothrin (16.83 or 21.91 g ai/ha)","Pyrethroid (Insecticide)","Foliar",NA,NA,NA,NA,NA,NA,-6.91,"Crop Yields | Grain Production | Soybean","NA | NA"
"668","Pest Management",95,"2002-3","3","1","Crop Yields","Grain Production","Soybean","soybean grain yield","NA","NA","q/ha (quintal/hectare)","Dunnett","mean",0,"NA","NA",53.05,5,"NA","NA",52.46,"ns","untreated_foliarI","untreated","untreated soybean","lambda-cyhalothrin","soybean foliage sprayed with ?-cyhalothrin (16.83 or 21.91 g ai/ha)","Pyrethroid (Insecticide)","Foliar",NA,NA,NA,NA,NA,NA,-1.11,"Crop Yields | Grain Production | Soybean","NA | NA"
"669","Pest Management",95,"2002-3","3","2","Crop Yields","Grain Production","Soybean","soybean grain yield","NA","NA","q/ha (quintal/hectare)","Dunnett","mean",0,"NA","NA",38.52,5,"NA","NA",36.49,"0.05","untreated_foliarI","untreated","untreated soybean","lambda-cyhalothrin","soybean foliage sprayed with ?-cyhalothrin (16.83 or 21.91 g ai/ha)","Pyrethroid (Insecticide)","Foliar",NA,NA,NA,NA,NA,NA,-5.27,"Crop Yields | Grain Production | Soybean","NA | NA"
"670","Pest Management",95,"2002-3","1","1;2;3","Crop Yields","Grain Production","Soybean","soybean grain yield","NA","NA","q/ha (quintal/hectare)","Dunnett","mean",0,"NA","NA",36.36,7,"NA","NA",36.59,"ns","untreated_seedfoliarI","untreated","untreated soybean","lambda-cyhalothrin","soybean foliage sprayed with ?-cyhalothrin (2 applications, 16.83 or 21.91 g ai/ha + 28.05 g ai/ha)","Pyrethroid (Insecticide)","Seed & Foliar",NA,NA,NA,NA,NA,NA,0.63,"Crop Yields | Grain Production | Soybean","NA | NA"
"671","Pest Management",95,"2002-3","2","2;3","Crop Yields","Grain Production","Soybean","soybean grain yield","NA","NA","q/ha (quintal/hectare)","Dunnett","mean",0,"NA","NA",21.77,7,"NA","NA",22.71,"ns","untreated_seedfoliarI","untreated","untreated soybean","lambda-cyhalothrin","soybean foliage sprayed with ?-cyhalothrin (2 applications, 16.83 or 21.91 g ai/ha + 28.05 g ai/ha)","Pyrethroid (Insecticide)","Seed & Foliar",NA,NA,NA,NA,NA,NA,4.32,"Crop Yields | Grain Production | Soybean","NA | NA"
"672","Pest Management",95,"2002-3","3","1","Crop Yields","Grain Production","Soybean","soybean grain yield","NA","NA","q/ha (quintal/hectare)","Dunnett","mean",0,"NA","NA",27.94,7,"NA","NA",28.01,"ns","untreated_seedfoliarI","untreated","untreated soybean","lambda-cyhalothrin","soybean foliage sprayed with ?-cyhalothrin (2 applications, 16.83 or 21.91 g ai/ha + 28.05 g ai/ha)","Pyrethroid (Insecticide)","Seed & Foliar",NA,NA,NA,NA,NA,NA,0.25,"Crop Yields | Grain Production | Soybean","NA | NA"
"673","Pest Management",95,"2002-3","3","1","Crop Yields","Grain Production","Soybean","soybean grain yield","NA","NA","q/ha (quintal/hectare)","Dunnett","mean",0,"NA","NA",53.05,7,"NA","NA",52.57,"ns","untreated_seedfoliarI","untreated","untreated soybean","lambda-cyhalothrin","soybean foliage sprayed with ?-cyhalothrin (2 applications, 16.83 or 21.91 g ai/ha + 28.05 g ai/ha)","Pyrethroid (Insecticide)","Seed & Foliar",NA,NA,NA,NA,NA,NA,-0.9,"Crop Yields | Grain Production | Soybean","NA | NA"
"674","Pest Management",95,"2002-3","3","2","Crop Yields","Grain Production","Soybean","soybean grain yield","NA","NA","q/ha (quintal/hectare)","Dunnett","mean",0,"NA","NA",38.52,7,"NA","NA",35.02,"0.05","untreated_seedfoliarI","untreated","untreated soybean","lambda-cyhalothrin","soybean foliage sprayed with ?-cyhalothrin (2 applications, 16.83 or 21.91 g ai/ha + 28.05 g ai/ha)","Pyrethroid (Insecticide)","Seed & Foliar",NA,NA,NA,NA,NA,NA,-9.09,"Crop Yields | Grain Production | Soybean","NA | NA"
"675","Pest Management",95,"2002-3","1","1;2;3","Crop Yields","Grain Production","Soybean","soybean grain yield","NA","NA","q/ha (quintal/hectare)","Dunnett","mean",0,"NA","NA",36.36,6,"NA","NA",36.28,"ns","untreated_foliarI","untreated","untreated soybean","lambda-cyhalothrin","soybean foliage sprayed with ?-cyhalothrin (28.05 g ai/ha)","Pyrethroid (Insecticide)","Foliar",NA,NA,NA,NA,NA,NA,-0.22,"Crop Yields | Grain Production | Soybean","NA | NA"
"676","Pest Management",95,"2002-3","2","2;3","Crop Yields","Grain Production","Soybean","soybean grain yield","NA","NA","q/ha (quintal/hectare)","Dunnett","mean",0,"NA","NA",21.77,6,"NA","NA",22.9,"ns","untreated_foliarI","untreated","untreated soybean","lambda-cyhalothrin","soybean foliage sprayed with ?-cyhalothrin (28.05 g ai/ha)","Pyrethroid (Insecticide)","Foliar",NA,NA,NA,NA,NA,NA,5.19,"Crop Yields | Grain Production | Soybean","NA | NA"
"677","Pest Management",95,"2002-3","3","1","Crop Yields","Grain Production","Soybean","soybean grain yield","NA","NA","q/ha (quintal/hectare)","Dunnett","mean",0,"NA","NA",27.94,6,"NA","NA",25.89,"ns","untreated_foliarI","untreated","untreated soybean","lambda-cyhalothrin","soybean foliage sprayed with ?-cyhalothrin (28.05 g ai/ha)","Pyrethroid (Insecticide)","Foliar",NA,NA,NA,NA,NA,NA,-7.34,"Crop Yields | Grain Production | Soybean","NA | NA"
"678","Pest Management",95,"2002-3","3","1","Crop Yields","Grain Production","Soybean","soybean grain yield","NA","NA","q/ha (quintal/hectare)","Dunnett","mean",0,"NA","NA",53.05,6,"NA","NA",52.79,"ns","untreated_foliarI","untreated","untreated soybean","lambda-cyhalothrin","soybean foliage sprayed with ?-cyhalothrin (28.05 g ai/ha)","Pyrethroid (Insecticide)","Foliar",NA,NA,NA,NA,NA,NA,-0.49,"Crop Yields | Grain Production | Soybean","NA | NA"
"679","Pest Management",95,"2002-3","3","2","Crop Yields","Grain Production","Soybean","soybean grain yield","NA","NA","q/ha (quintal/hectare)","Dunnett","mean",0,"NA","NA",38.52,6,"NA","NA",39.68,"ns","untreated_foliarI","untreated","untreated soybean","lambda-cyhalothrin","soybean foliage sprayed with ?-cyhalothrin (28.05 g ai/ha)","Pyrethroid (Insecticide)","Foliar",NA,NA,NA,NA,NA,NA,3.01,"Crop Yields | Grain Production | Soybean","NA | NA"
"680","Pest Management",93,"2002-2","1;2","3","Crop Yields","Grain Production","Soybean","soybean grain yield","NA","NA","kg/ha","ANOVA","mean",0,"NA","NA",3759,3,"NA","NA",3918,"ns","untreated_foliarI","untreated","untreated soybean","lambda-cyhalothrin","soybean treated with lambda-cyhalothrin (foliar application) at emergence of first bean leaf beetle generation","Pyrethroid (Insecticide)","Foliar",NA,NA,NA,NA,NA,NA,4.23,"Crop Yields | Grain Production | Soybean","NA | NA"
"681","Pest Management",93,"2002-2","1;2","2","Crop Yields","Grain Production","Soybean","soybean grain yield","NA","NA","kg/ha","ANOVA","mean",0,"NA","NA",4527,3,"NA","NA",4612,"ns","untreated_foliarI","untreated","untreated soybean","lambda-cyhalothrin","soybean treated with lambda-cyhalothrin (foliar application) at emergence of first bean leaf beetle generation","Pyrethroid (Insecticide)","Foliar",NA,NA,NA,NA,NA,NA,1.88,"Crop Yields | Grain Production | Soybean","NA | NA"
"682","Pest Management",93,"2002-2","1;2","1","Crop Yields","Grain Production","Soybean","soybean grain yield","NA","NA","kg/ha","ANOVA","mean",0,"NA","NA",4281,3,"NA","NA",4046,"ns","untreated_foliarI","untreated","untreated soybean","lambda-cyhalothrin","soybean treated with lambda-cyhalothrin (foliar application) at emergence of first bean leaf beetle generation","Pyrethroid (Insecticide)","Foliar",NA,NA,NA,NA,NA,NA,-5.49,"Crop Yields | Grain Production | Soybean","NA | NA"
"683","Pest Management",93,"2002-2","1;2","3","Crop Yields","Grain Production","Soybean","soybean grain yield","NA","NA","kg/ha","ANOVA","mean",0,"NA","NA",3759,2,"NA","NA",3979,"ns","untreated_foliarI","untreated","untreated soybean","lambda-cyhalothrin","soybean treated with lambda-cyhalothrin (foliar application) at soybean emergence","Pyrethroid (Insecticide)","Foliar",NA,NA,NA,NA,NA,NA,5.85,"Crop Yields | Grain Production | Soybean","NA | NA"
"684","Pest Management",93,"2002-2","1;2","2","Crop Yields","Grain Production","Soybean","soybean grain yield","NA","NA","kg/ha","ANOVA","mean",0,"NA","NA",4527,2,"NA","NA",4358,"0.05","untreated_foliarI","untreated","untreated soybean","lambda-cyhalothrin","soybean treated with lambda-cyhalothrin (foliar application) at soybean emergence","Pyrethroid (Insecticide)","Foliar",NA,NA,NA,NA,NA,NA,-3.73,"Crop Yields | Grain Production | Soybean","NA | NA"
"685","Pest Management",93,"2002-2","1;2","1","Crop Yields","Grain Production","Soybean","soybean grain yield","NA","NA","kg/ha","ANOVA","mean",0,"NA","NA",4281,2,"NA","NA",4165,"ns","untreated_foliarI","untreated","untreated soybean","lambda-cyhalothrin","soybean treated with lambda-cyhalothrin (foliar application) at soybean emergence","Pyrethroid (Insecticide)","Foliar",NA,NA,NA,NA,NA,NA,-2.71,"Crop Yields | Grain Production | Soybean","NA | NA"
"686","Pest Management",93,"2002-2","1;2","3","Crop Yields","Grain Production","Soybean","soybean grain yield","NA","NA","kg/ha","ANOVA","mean",0,"NA","NA",3759,4,"NA","NA",3955,"ns","untreated_foliarI","untreated","untreated soybean","lambda-cyhalothrin","soybean treated with two lambda-cyhalothrin foliar applications (once at soybean emergence and one at emergence of first bean leaf beetle generation)","Pyrethroid (Insecticide)","Foliar",NA,NA,NA,NA,NA,NA,5.21,"Crop Yields | Grain Production | Soybean","NA | NA"
"687","Pest Management",93,"2002-2","1;2","2","Crop Yields","Grain Production","Soybean","soybean grain yield","NA","NA","kg/ha","ANOVA","mean",0,"NA","NA",4527,4,"NA","NA",4412,"ns","untreated_foliarI","untreated","untreated soybean","lambda-cyhalothrin","soybean treated with two lambda-cyhalothrin foliar applications (once at soybean emergence and one at emergence of first bean leaf beetle generation)","Pyrethroid (Insecticide)","Foliar",NA,NA,NA,NA,NA,NA,-2.54,"Crop Yields | Grain Production | Soybean","NA | NA"
"688","Pest Management",93,"2002-2","1;2","1","Crop Yields","Grain Production","Soybean","soybean grain yield","NA","NA","kg/ha","ANOVA","mean",0,"NA","NA",4281,4,"NA","NA",4266,"ns","untreated_foliarI","untreated","untreated soybean","lambda-cyhalothrin","soybean treated with two lambda-cyhalothrin foliar applications (once at soybean emergence and one at emergence of first bean leaf beetle generation)","Pyrethroid (Insecticide)","Foliar",NA,NA,NA,NA,NA,NA,-0.35,"Crop Yields | Grain Production | Soybean","NA | NA"
"689","Pest Management",89,"2005-2","1","1","Crop Yields","Grain Production","Soybean","soybean grain yield","NA","NA","kg/ha","LSD","mean",0,"NA","NA",4243.38,3,"NA","NA",4251.11,"ns","untreated_foliarI","untreated","untreated soybean","lambda-cyhalothrin (Headline)","soybean managed under IPM where lambda-cyhalothrin (28.0 g ai/ha) was sprayed when soybean aphids reached economic threshold","Pyrethroid (Insecticide)","Foliar",NA,NA,NA,NA,NA,NA,0.18,"Crop Yields | Grain Production | Soybean","NA | NA"
"690","Pest Management",89,"2005-2","1","1","Crop Yields","Grain Production","Soybean","soybean grain yield","NA","NA","kg/ha","LSD","mean",0,"NA","NA",36.06,3,"NA","NA",37.18,"ns","untreated_foliarI","untreated","untreated soybean","lambda-cyhalothrin (Headline)","soybean managed under IPM where lambda-cyhalothrin (28.0 g ai/ha) was sprayed when soybean aphids reached economic threshold","Pyrethroid (Insecticide)","Foliar",NA,NA,NA,NA,NA,NA,3.11,"Crop Yields | Grain Production | Soybean","NA | NA"
"691","Pest Management",89,"2005-2","2","1","Crop Yields","Grain Production","Soybean","soybean grain yield","NA","NA","kg/ha","LSD","mean",0,"NA","NA",3641.7,3,"NA","NA",4380.79,"0.05","untreated_foliarI","untreated","untreated soybean","lambda-cyhalothrin (Headline)","soybean managed under IPM where lambda-cyhalothrin (28.0 g ai/ha) was sprayed when soybean aphids reached economic threshold","Pyrethroid (Insecticide)","Foliar",NA,NA,NA,NA,NA,NA,20.3,"Crop Yields | Grain Production | Soybean","NA | NA"
"692","Pest Management",89,"2005-2","2","1","Crop Yields","Grain Production","Soybean","soybean grain yield","NA","NA","kg/ha","LSD","mean",0,"NA","NA",137.74,3,"NA","NA",96.75,"0.05","untreated_foliarI","untreated","untreated soybean","lambda-cyhalothrin (Headline)","soybean managed under IPM where lambda-cyhalothrin (28.0 g ai/ha) was sprayed when soybean aphids reached economic threshold","Pyrethroid (Insecticide)","Foliar",NA,NA,NA,NA,NA,NA,-29.76,"Crop Yields | Grain Production | Soybean","NA | NA"
"693","Pest Management",96,"2003-4","3","1","Crop Yields","Grain Production","Soybean","soybean grain yield","NA","NA","kg/ha","LSD","mean",0,"23","NA",5228.2,2,"23","NA",5245,"ns","untreated_seedF","untreated","untreated soybean (cv. 2834RR )","mefenoxam","soybean seed (cv. 2834RR) treated with mefenoxam (15.0 g a.i./100 kg seed)","Fungicide","Seed",NA,NA,NA,NA,NA,NA,0.32,"Crop Yields | Grain Production | Soybean","NA | NA"
"694","Pest Management",96,"2003-4","4","7","Crop Yields","Grain Production","Soybean","soybean grain yield","NA","NA","kg/ha","LSD","mean",0,"23","NA",4497,2,"23","NA",4590,"ns","untreated_seedF","untreated","untreated soybean (cv. 2834RR )","mefenoxam","soybean seed (cv. 2834RR) treated with mefenoxam (15.0 g a.i./100 kg seed)","Fungicide","Seed",NA,NA,NA,NA,NA,NA,2.07,"Crop Yields | Grain Production | Soybean","NA | NA"
"695","Pest Management",83,"2011-3","2","1;2;3;4;5;6;7;8;9;10","Crop Yields","Stand Count","Soybean","soybean stand count (2 year average)","NA","NA","plants/ha","LSD","mean",0,"NA","NA",259000,6,"NA","NA",305000,"0.1","untreated_seedIF","untreated","untreated soybeans","mefenoxam; fludioxonil; thiamethoxam (CruiserMaxx)","CruiserMaxx (CM)","Neonicotinoid & Fungicide","Seed",NA,NA,NA,NA,NA,NA,17.76,"Crop Yields | Stand Count | Soybean","NA | NA"
"696","Pest Management",96,"2003-4","4","8","Crop Yields","Grain Production","Soybean","soybean grain yield","NA","NA","kg/ha","LSD","mean",0,"23","NA",3966.1,2,"23","NA",4013.2,"ns","untreated_seedF","untreated","untreated soybean (cv. 2834RR )","mefenoxam","soybean seed (cv. 2834RR) treated with mefenoxam (15.0 g a.i./100 kg seed)","Fungicide","Seed",NA,NA,NA,NA,NA,NA,1.19,"Crop Yields | Grain Production | Soybean","NA | NA"
"697","Pest Management",83,"2011-3","3","1;2;3;4;5;6;7;8;9;10","Crop Yields","Stand Count","Soybean","soybean stand count","NA","NA","plants/ha","LSD","mean",0,"NA","NA",220000,6,"NA","NA",246000,"0.1","untreated_seedIF","untreated","untreated soybeans","mefenoxam; fludioxonil; thiamethoxam (CruiserMaxx)","CruiserMaxx (CM)","Neonicotinoid & Fungicide","Seed",NA,NA,NA,NA,NA,NA,11.82,"Crop Yields | Stand Count | Soybean","NA | NA"
"698","Pest Management",96,"2003-4","3","1","Crop Yields","Grain Production","Soybean","soybean grain yield","NA","NA","kg/ha","LSD","mean",0,"24","NA",3171.4,2,"24","NA",3225.1,"ns","untreated_seedF","untreated","untreated soybean (cv. Archer)","mefenoxam","soybean seed (cv. Archer) treated with mefenoxam (15.0 g a.i./100 kg seed)","Fungicide","Seed",NA,NA,NA,NA,NA,NA,1.69,"Crop Yields | Grain Production | Soybean","NA | NA"
"699","Pest Management",96,"2003-4","4","7","Crop Yields","Grain Production","Soybean","soybean grain yield","NA","NA","kg/ha","LSD","mean",0,"24","NA",3480.4,2,"24","NA",3258.7,"ns","untreated_seedF","untreated","untreated soybean (cv. Archer)","mefenoxam","soybean seed (cv. Archer) treated with mefenoxam (15.0 g a.i./100 kg seed)","Fungicide","Seed",NA,NA,NA,NA,NA,NA,-6.37,"Crop Yields | Grain Production | Soybean","NA | NA"
"700","Pest Management",96,"2003-4","4","8","Crop Yields","Grain Production","Soybean","soybean grain yield","NA","NA","kg/ha","LSD","mean",0,"24","NA",3299,2,"24","NA",3332.6,"ns","untreated_seedF","untreated","untreated soybean (cv. Archer)","mefenoxam","soybean seed (cv. Archer) treated with mefenoxam (15.0 g a.i./100 kg seed)","Fungicide","Seed",NA,NA,NA,NA,NA,NA,1.02,"Crop Yields | Grain Production | Soybean","NA | NA"
"701","Pest Management",96,"2003-4","3","3","Crop Yields","Grain Production","Soybean","soybean grain yield","NA","NA","kg/ha","LSD","mean",0,"6","NA",2076.5,2,"6","NA",2016,"0.05","untreated_seedF","untreated","untreated soybean (cv. Conrad)","mefenoxam","soybean seed (cv. Conrad) treated with mefenoxam (15.0 g a.i./100 kg seed)","Fungicide","Seed",NA,NA,NA,NA,NA,NA,-2.91,"Crop Yields | Grain Production | Soybean","NA | NA"
"702","Pest Management",96,"2003-4","3","3","Crop Yields","Grain Production","Soybean","soybean grain yield","NA","NA","kg/ha","LSD","mean",0,"7","NA",1014.7,2,"7","NA",1532.2,"0.05","untreated_seedF","untreated","untreated soybean (cv. Cult A)","mefenoxam","soybean seed (cv. Cult A) treated with mefenoxam (15.0 g a.i./100 kg seed)","Fungicide","Seed",NA,NA,NA,NA,NA,NA,51,"Crop Yields | Grain Production | Soybean","NA | NA"
"703","Pest Management",96,"2003-4","3","3","Crop Yields","Grain Production","Soybean","soybean grain yield","NA","NA","kg/ha","LSD","mean",0,"8","NA",2573.8,2,"8","NA",2956.8,"0.05","untreated_seedF","untreated","untreated soybean (cv. General)","mefenoxam","soybean seed (cv. General) treated with mefenoxam (15.0 g a.i./100 kg seed)","Fungicide","Seed",NA,NA,NA,NA,NA,NA,14.88,"Crop Yields | Grain Production | Soybean","NA | NA"
"704","Pest Management",96,"2003-4","3","3","Crop Yields","Grain Production","Soybean","soybean grain yield","NA","NA","kg/ha","LSD","mean",0,"10","NA",2802.2,2,"10","NA",2600.6,"0.05","untreated_seedF","untreated","untreated soybean (cv. Kottman)","mefenoxam","soybean seed (cv. Kottman) treated with mefenoxam (15.0 g a.i./100 kg seed)","Fungicide","Seed",NA,NA,NA,NA,NA,NA,-7.19,"Crop Yields | Grain Production | Soybean","NA | NA"
"705","Pest Management",96,"2003-4","3","1","Crop Yields","Grain Production","Soybean","soybean grain yield","NA","NA","kg/ha","LSD","mean",0,"22","NA",4949.3,2,"22","NA",4892.8,"ns","untreated_seedF","untreated","untreated soybean (cv. S27-T7)","mefenoxam","soybean seed (cv. S27-T7) treated with mefenoxam (15.0 g a.i./100 kg seed)","Fungicide","Seed",NA,NA,NA,NA,NA,NA,-1.14,"Crop Yields | Grain Production | Soybean","NA | NA"
