"","review","paper_id","duration","rv_year","loc_multi_results","group_level1","group_level2","group_level3","rv","rv_trtspecifics","rv_depth","sample_depth","rv_units","stat_test","stat_type","trt1","trt1_int","trt1_int2","trt1_value","trt2","trt2_int","trt2_int2","trt2_value","significance","effect_norm","finelevel_group","trt1_name","trt1_details","trt2_name","trt2_details","nutrient_groups","norm_interp2","norm_interp3","group_level1_alt","group_level2_alt","norm_interp2_alt","norm_interp3_alt","per_change","grouping","normative_effect"
"1","Nutrient Management",3000,"2011-3","1;2;3","1","Crop Yields","Grain Quality","Corn Grain Weight & Moisture Content","maize grain moisture","168 kg N/ha","NA","NA","g/kg","LSD","mean","0","NA","NA",191,"1","NA","NA",196,"ns","0","timing_fall_preplant","Fall","fall applied, 168 kg N/ha","Spring","spring applied, 168 kg N/ha","Application Timing","Positive","assumed societal benefit",NA,NA,NA,NA,2.62,"Crop Yields | Grain Quality | Corn Grain Weight & Moisture Content","Positive | assumed societal benefit"
"1294","Nutrient Management",3008,"2014-2","1;2","1;2;5","Soil Nutrients","Nitrate","Early Season","soil nitrate at V4 development stage","site-year group 1","30-60 cm","0-60 cm","kg/ha","Pdiff","mean","1","NA","NA",15,"4","NA","NA",15.8,NA,NA,"split_plantV4_plantV12","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V4 stage","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V12 stage","Application Timing","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,5.33,"Soil Nutrients | Nitrate | Early Season","Dependent on other factors | dependent on other factors"
"1295","Nutrient Management",3008,"2014-2","1;2","1;2;5","Soil Nutrients","Nitrate","Early Season","soil nitrate at V4 development stage","site-year group 1","30-60 cm","0-60 cm","kg/ha","Pdiff","mean","2","NA","NA",13.3,"3","NA","NA",10.8,NA,NA,"split_plantV6_plantV8","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V6 stage","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V8 stage","Application Timing","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,-18.8,"Soil Nutrients | Nitrate | Early Season","Dependent on other factors | dependent on other factors"
"1296","Nutrient Management",3008,"2014-2","1;2","1;2;5","Soil Nutrients","Nitrate","Early Season","soil nitrate at V4 development stage","site-year group 1","30-60 cm","0-60 cm","kg/ha","Pdiff","mean","2","NA","NA",13.3,"4","NA","NA",15.8,NA,NA,"split_plantV6_plantV12","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V6 stage","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V12 stage","Application Timing","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,18.8,"Soil Nutrients | Nitrate | Early Season","Dependent on other factors | dependent on other factors"
"1297","Nutrient Management",3008,"2014-2","1;2","1;2;5","Soil Nutrients","Nitrate","Early Season","soil nitrate at V4 development stage","site-year group 1","30-60 cm","0-60 cm","kg/ha","Pdiff","mean","3","NA","NA",10.8,"4","NA","NA",15.8,NA,NA,"split_plantV8_plantV12","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V8 stage","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V12 stage","Application Timing","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,46.3,"Soil Nutrients | Nitrate | Early Season","Dependent on other factors | dependent on other factors"
"1298","Nutrient Management",3008,"2014-2","1;2","1;2;5","Soil Nutrients","Ammonium","Early Season","soil ammonium at V4 development stage","site-year group 1","0-30 cm","0-30 cm","kg/ha","Pdiff","mean","0","NA","NA",38.3,"1","NA","NA",11.7,NA,NA,"split_plantV2_plantV4","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V2 stage","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V4 stage","Application Timing","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,-69.45,"Soil Nutrients | Ammonium | Early Season","Dependent on other factors | dependent on other factors"
"1299","Nutrient Management",3008,"2014-2","1;2","1;2;5","Soil Nutrients","Ammonium","Early Season","soil ammonium at V4 development stage","site-year group 1","0-30 cm","0-30 cm","kg/ha","Pdiff","mean","0","NA","NA",38.3,"2","NA","NA",13.3,NA,NA,"split_plantV2_plantV6","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V2 stage","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V6 stage","Application Timing","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,-65.27,"Soil Nutrients | Ammonium | Early Season","Dependent on other factors | dependent on other factors"
"1300","Nutrient Management",3008,"2014-2","1;2","1;2;5","Soil Nutrients","Ammonium","Early Season","soil ammonium at V4 development stage","site-year group 1","0-30 cm","0-30 cm","kg/ha","Pdiff","mean","0","NA","NA",38.3,"3","NA","NA",11.7,NA,NA,"split_plantV2_plantV8","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V2 stage","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V8 stage","Application Timing","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,-69.45,"Soil Nutrients | Ammonium | Early Season","Dependent on other factors | dependent on other factors"
"1301","Nutrient Management",3008,"2014-2","1;2","1;2;5","Soil Nutrients","Ammonium","Early Season","soil ammonium at V4 development stage","site-year group 1","0-30 cm","0-30 cm","kg/ha","Pdiff","mean","0","NA","NA",38.3,"4","NA","NA",13.3,NA,NA,"split_plantV2_plantV12","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V2 stage","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V12 stage","Application Timing","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,-65.27,"Soil Nutrients | Ammonium | Early Season","Dependent on other factors | dependent on other factors"
"1302","Nutrient Management",3008,"2014-2","1;2","1;2;5","Soil Nutrients","Ammonium","Early Season","soil ammonium at V4 development stage","site-year group 1","0-30 cm","0-30 cm","kg/ha","Pdiff","mean","1","NA","NA",11.7,"2","NA","NA",13.3,NA,NA,"split_plantV4_plantV6","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V4 stage","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V6 stage","Application Timing","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,13.68,"Soil Nutrients | Ammonium | Early Season","Dependent on other factors | dependent on other factors"
"1303","Nutrient Management",3008,"2014-2","1;2","1;2;5","Soil Nutrients","Ammonium","Early Season","soil ammonium at V4 development stage","site-year group 1","0-30 cm","0-30 cm","kg/ha","Pdiff","mean","1","NA","NA",11.7,"3","NA","NA",11.7,NA,NA,"split_plantV4_plantV8","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V4 stage","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V8 stage","Application Timing","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,0,"Soil Nutrients | Ammonium | Early Season","Dependent on other factors | dependent on other factors"
"1304","Nutrient Management",3008,"2014-2","1;2","1;2;5","Soil Nutrients","Ammonium","Early Season","soil ammonium at V4 development stage","site-year group 1","0-30 cm","0-30 cm","kg/ha","Pdiff","mean","1","NA","NA",11.7,"4","NA","NA",13.3,NA,NA,"split_plantV4_plantV12","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V4 stage","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V12 stage","Application Timing","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,13.68,"Soil Nutrients | Ammonium | Early Season","Dependent on other factors | dependent on other factors"
"1305","Nutrient Management",3008,"2014-2","1;2","1;2;5","Soil Nutrients","Ammonium","Early Season","soil ammonium at V4 development stage","site-year group 1","0-30 cm","0-30 cm","kg/ha","Pdiff","mean","2","NA","NA",13.3,"3","NA","NA",11.7,NA,NA,"split_plantV6_plantV8","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V6 stage","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V8 stage","Application Timing","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,-12.03,"Soil Nutrients | Ammonium | Early Season","Dependent on other factors | dependent on other factors"
"1306","Nutrient Management",3008,"2014-2","1;2","1;2;5","Soil Nutrients","Ammonium","Early Season","soil ammonium at V4 development stage","site-year group 1","0-30 cm","0-30 cm","kg/ha","Pdiff","mean","2","NA","NA",13.3,"4","NA","NA",13.3,NA,NA,"split_plantV6_plantV12","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V6 stage","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V12 stage","Application Timing","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,0,"Soil Nutrients | Ammonium | Early Season","Dependent on other factors | dependent on other factors"
"1307","Nutrient Management",3008,"2014-2","1;2","1;2;5","Soil Nutrients","Ammonium","Early Season","soil ammonium at V4 development stage","site-year group 1","0-30 cm","0-30 cm","kg/ha","Pdiff","mean","3","NA","NA",11.7,"4","NA","NA",13.3,NA,NA,"split_plantV8_plantV12","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V8 stage","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V12 stage","Application Timing","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,13.68,"Soil Nutrients | Ammonium | Early Season","Dependent on other factors | dependent on other factors"
"1308","Nutrient Management",3008,"2014-2","1;2","1;2;5","Soil Nutrients","Ammonium","Early Season","soil ammonium at V4 development stage","site-year group 1","30-60 cm","0-60 cm","kg/ha","Pdiff","mean","0","NA","NA",15,"1","NA","NA",10.8,NA,NA,"split_plantV2_plantV4","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V2 stage","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V4 stage","Application Timing","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,-28,"Soil Nutrients | Ammonium | Early Season","Dependent on other factors | dependent on other factors"
"1309","Nutrient Management",3008,"2014-2","1;2","1;2;5","Soil Nutrients","Ammonium","Early Season","soil ammonium at V4 development stage","site-year group 1","30-60 cm","0-60 cm","kg/ha","Pdiff","mean","0","NA","NA",15,"2","NA","NA",10.8,NA,NA,"split_plantV2_plantV6","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V2 stage","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V6 stage","Application Timing","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,-28,"Soil Nutrients | Ammonium | Early Season","Dependent on other factors | dependent on other factors"
"1310","Nutrient Management",3008,"2014-2","1;2","1;2;5","Soil Nutrients","Ammonium","Early Season","soil ammonium at V4 development stage","site-year group 1","30-60 cm","0-60 cm","kg/ha","Pdiff","mean","0","NA","NA",15,"3","NA","NA",10,NA,NA,"split_plantV2_plantV8","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V2 stage","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V8 stage","Application Timing","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,-33.33,"Soil Nutrients | Ammonium | Early Season","Dependent on other factors | dependent on other factors"
"1311","Nutrient Management",3008,"2014-2","1;2","1;2;5","Soil Nutrients","Ammonium","Early Season","soil ammonium at V4 development stage","site-year group 1","30-60 cm","0-60 cm","kg/ha","Pdiff","mean","0","NA","NA",15,"4","NA","NA",10.8,NA,NA,"split_plantV2_plantV12","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V2 stage","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V12 stage","Application Timing","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,-28,"Soil Nutrients | Ammonium | Early Season","Dependent on other factors | dependent on other factors"
"1312","Nutrient Management",3008,"2014-2","1;2","1;2;5","Soil Nutrients","Ammonium","Early Season","soil ammonium at V4 development stage","site-year group 1","30-60 cm","0-60 cm","kg/ha","Pdiff","mean","1","NA","NA",10.8,"2","NA","NA",10.8,NA,NA,"split_plantV4_plantV6","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V4 stage","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V6 stage","Application Timing","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,0,"Soil Nutrients | Ammonium | Early Season","Dependent on other factors | dependent on other factors"
"1313","Nutrient Management",3008,"2014-2","1;2","1;2;5","Soil Nutrients","Ammonium","Early Season","soil ammonium at V4 development stage","site-year group 1","30-60 cm","0-60 cm","kg/ha","Pdiff","mean","1","NA","NA",10.8,"3","NA","NA",10,NA,NA,"split_plantV4_plantV8","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V4 stage","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V8 stage","Application Timing","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,-7.41,"Soil Nutrients | Ammonium | Early Season","Dependent on other factors | dependent on other factors"
"1314","Nutrient Management",3008,"2014-2","1;2","1;2;5","Soil Nutrients","Ammonium","Early Season","soil ammonium at V4 development stage","site-year group 1","30-60 cm","0-60 cm","kg/ha","Pdiff","mean","1","NA","NA",10.8,"4","NA","NA",10.8,NA,NA,"split_plantV4_plantV12","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V4 stage","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V12 stage","Application Timing","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,0,"Soil Nutrients | Ammonium | Early Season","Dependent on other factors | dependent on other factors"
"1315","Nutrient Management",3008,"2014-2","1;2","1;2;5","Soil Nutrients","Ammonium","Early Season","soil ammonium at V4 development stage","site-year group 1","30-60 cm","0-60 cm","kg/ha","Pdiff","mean","2","NA","NA",10.8,"3","NA","NA",10,NA,NA,"split_plantV6_plantV8","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V6 stage","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V8 stage","Application Timing","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,-7.41,"Soil Nutrients | Ammonium | Early Season","Dependent on other factors | dependent on other factors"
"1316","Nutrient Management",3008,"2014-2","1;2","1;2;5","Soil Nutrients","Ammonium","Early Season","soil ammonium at V4 development stage","site-year group 1","30-60 cm","0-60 cm","kg/ha","Pdiff","mean","2","NA","NA",10.8,"4","NA","NA",10.8,NA,NA,"split_plantV6_plantV12","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V6 stage","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V12 stage","Application Timing","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,0,"Soil Nutrients | Ammonium | Early Season","Dependent on other factors | dependent on other factors"
"1317","Nutrient Management",3008,"2014-2","1;2","1;2;5","Soil Nutrients","Ammonium","Early Season","soil ammonium at V4 development stage","site-year group 1","30-60 cm","0-60 cm","kg/ha","Pdiff","mean","3","NA","NA",10,"4","NA","NA",10.8,NA,NA,"split_plantV8_plantV12","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V8 stage","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V12 stage","Application Timing","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,8,"Soil Nutrients | Ammonium | Early Season","Dependent on other factors | dependent on other factors"
