"","...1","review","paper_id","duration","rv_year","loc_multi_results","group_level1","group_level2","group_level3","rv","rv_timeseries","rv_depth","sample_depth","rv_units","stat_test","stat_type","trt1","trt1_int","trt1_int2","trt1_value","trt2","trt2_int","trt2_int2","trt2_value","significance","finelevel_group","trt1_name","trt1_details","trt2_name","trt2_details","tillage_1","tillage_2","trt_compare","crop_type","norm_interp2","norm_interp3","group_level1_alt","group_level2_alt","norm_interp2_alt","norm_interp3_alt","per_change","grouping","normative_effect"
"1",1,"Tillage",6000,"2017-2","1",1,"Crop Yields","Yields","Maize","maize grain yield, long season, no manure, high fertility site","No","NA","NA","ton/ha","Tukey","mean",0,"NA","NA",3.93,1,"NA","NA",5.89,"0.05","HH15cm_NT","Conventional Tillage","hand hoe, 15 cm depth","No Tillage","no tillage",0,16,"Conventional Tillage - No Tillage","Cereal","Positive","assumed societal benefit",NA,"NA","NA","NA",49.87,"Crop Yields | Yields | Maize","Positive | assumed societal benefit"
"1097",1092,"Tillage",6016,"2003-5","5",1,"Other Soil Properties","Soil Structure","Aggregate Size","microaggregate fractions (53-250 micrometers) of termite sheetings and mound soil, soybean-maize rotation","No","0-15 cm","0-30 cm","g/100 g soil","NA","mean",0,"NA","NA",43.4,1,"NA","NA",33.7,"NA","conv_reduced","Conventional Tillage","conventional tillage, 10-15 cm depth","Conservation Tillage","reduced tillage, 3 cm depth",5.5,11,"Conventional Tillage - Conservation Tillage","Bean;Cereal","Positive","assumed societal benefit",NA,"NA","NA","NA",-22.35,"Other Soil Properties | Soil Structure | Aggregate Size","Positive | assumed societal benefit"
"1098",1093,"Tillage",6016,"2003-5","5",1,"Other Soil Properties","Soil Structure","Aggregate Size","sand and clay fractions (<53 micrometers) of termite sheetings and mound soil, continuous maize","No","0-15 cm","0-30 cm","g/100 g soil","NA","mean",0,"NA","NA",11.5,1,"NA","NA",10.4,"NA","conv_reduced","Conventional Tillage","conventional tillage, 10-15 cm depth","Conservation Tillage","reduced tillage, 3 cm depth",5.5,11,"Conventional Tillage - Conservation Tillage","Cereal","Positive","assumed societal benefit",NA,"NA","NA","NA",-9.57,"Other Soil Properties | Soil Structure | Aggregate Size","Positive | assumed societal benefit"
"1099",1094,"Tillage",6016,"2003-5","5",1,"Other Soil Properties","Soil Structure","Aggregate Size","sand and clay fractions (<53 micrometers) of termite sheetings and mound soil, soybean-maize intercropping","No","0-15 cm","0-30 cm","g/100 g soil","NA","mean",0,"NA","NA",9.5,1,"NA","NA",8.5,"NA","conv_reduced","Conventional Tillage","conventional tillage, 10-15 cm depth","Conservation Tillage","reduced tillage, 3 cm depth",5.5,11,"Conventional Tillage - Conservation Tillage","Bean;Cereal","Positive","assumed societal benefit",NA,"NA","NA","NA",-10.53,"Other Soil Properties | Soil Structure | Aggregate Size","Positive | assumed societal benefit"
"1100",1095,"Tillage",6016,"2003-5","5",1,"Other Soil Properties","Soil Structure","Aggregate Size","sand and clay fractions (<53 micrometers) of termite sheetings and mound soil, soybean-maize rotation","No","0-15 cm","0-30 cm","g/100 g soil","NA","mean",0,"NA","NA",10.4,1,"NA","NA",9.2,"NA","conv_reduced","Conventional Tillage","conventional tillage, 10-15 cm depth","Conservation Tillage","reduced tillage, 3 cm depth",5.5,11,"Conventional Tillage - Conservation Tillage","Bean;Cereal","Positive","assumed societal benefit",NA,"NA","NA","NA",-11.54,"Other Soil Properties | Soil Structure | Aggregate Size","Positive | assumed societal benefit"
"1101",1096,"Tillage",6016,"2003-5","5",1,"Other Soil Properties","Chemical Properties","Soil Organic Matter Content","particulate organic matter in termite sheetings and mound soil, continuous maize","No","0-15 cm","0-30 cm","g/100 g soil","NA","mean",0,"NA","NA",0.1,1,"NA","NA",0.24,"NA","conv_reduced","Conventional Tillage","conventional tillage, 10-15 cm depth","Conservation Tillage","reduced tillage, 3 cm depth",5.5,11,"Conventional Tillage - Conservation Tillage","Cereal","Dependent on other factors","assumed societal benefit","Climate Mitigation","Carbon Storage","Positive","assumed societal benefit",140,"Other Soil Properties | Chemical Properties | Soil Organic Matter Content ; Climate Mitigation | Carbon Storage | Soil Organic Matter Content","Dependent on other factors | assumed societal benefit ; Positive | assumed societal benefit"
"1102",1097,"Tillage",6016,"2003-5","5",1,"Other Soil Properties","Chemical Properties","Soil Organic Matter Content","particulate organic matter in termite sheetings and mound soil, soybean-maize intercropping","No","0-15 cm","0-30 cm","g/100 g soil","NA","mean",0,"NA","NA",0.15,1,"NA","NA",0.33,"NA","conv_reduced","Conventional Tillage","conventional tillage, 10-15 cm depth","Conservation Tillage","reduced tillage, 3 cm depth",5.5,11,"Conventional Tillage - Conservation Tillage","Bean;Cereal","Dependent on other factors","assumed societal benefit","Climate Mitigation","Carbon Storage","Positive","assumed societal benefit",120,"Other Soil Properties | Chemical Properties | Soil Organic Matter Content ; Climate Mitigation | Carbon Storage | Soil Organic Matter Content","Dependent on other factors | assumed societal benefit ; Positive | assumed societal benefit"
"1103",1098,"Tillage",6016,"2003-5","5",1,"Other Soil Properties","Chemical Properties","Soil Organic Matter Content","particulate organic matter in termite sheetings and mound soil, soybean-maize rotation","No","0-15 cm","0-30 cm","g/100 g soil","NA","mean",0,"NA","NA",0.36,1,"NA","NA",0.05,"NA","conv_reduced","Conventional Tillage","conventional tillage, 10-15 cm depth","Conservation Tillage","reduced tillage, 3 cm depth",5.5,11,"Conventional Tillage - Conservation Tillage","Bean;Cereal","Dependent on other factors","assumed societal benefit","Climate Mitigation","Carbon Storage","Positive","assumed societal benefit",-86.11,"Other Soil Properties | Chemical Properties | Soil Organic Matter Content ; Climate Mitigation | Carbon Storage | Soil Organic Matter Content","Dependent on other factors | assumed societal benefit ; Positive | assumed societal benefit"
"1104",1099,"Tillage",6000,"2017-2","1",2,"Crop Yields","Yields","Maize","maize grain yield, long season, no manure, high fertility site","No","NA","NA","ton/ha","Tukey","mean",0,"NA","NA",0,1,"NA","NA",0,"NA","HH15cm_NT","Conventional Tillage","hand hoe, 15 cm depth","No Tillage","no tillage",0,16,"Conventional Tillage - No Tillage","Cereal","Positive","assumed societal benefit",NA,"NA","NA","NA",NA,"Crop Yields | Yields | Maize","Positive | assumed societal benefit"
"1105",1100,"Tillage",6000,"2017-2","1",2,"Crop Yields","Yields","Maize","maize grain yield, long season, manure, high fertility site","No","NA","NA","ton/ha","Tukey","mean",0,"NA","NA",0,1,"NA","NA",0,"NA","HH15cm_NT","Conventional Tillage","hand hoe, 15 cm depth","No Tillage","no tillage",0,16,"Conventional Tillage - No Tillage","Cereal","Positive","assumed societal benefit",NA,"NA","NA","NA",NA,"Crop Yields | Yields | Maize","Positive | assumed societal benefit"
"1106",1101,"Tillage",6000,"2017-2","1",2,"Crop Yields","Yields","Maize","maize grain yield, long season, no manure, low fertility site","No","NA","NA","ton/ha","Tukey","mean",0,"NA","NA",0,1,"NA","NA",0,"NA","HH15cm_NT","Conventional Tillage","hand hoe, 15 cm depth","No Tillage","no tillage",0,16,"Conventional Tillage - No Tillage","Cereal","Positive","assumed societal benefit",NA,"NA","NA","NA",NA,"Crop Yields | Yields | Maize","Positive | assumed societal benefit"
"1107",1102,"Tillage",6000,"2017-2","1",2,"Crop Yields","Yields","Maize","maize grain yield, long season, manure, low fertility site","No","NA","NA","ton/ha","Tukey","mean",0,"NA","NA",0,1,"NA","NA",0,"NA","HH15cm_NT","Conventional Tillage","hand hoe, 15 cm depth","No Tillage","no tillage",0,16,"Conventional Tillage - No Tillage","Cereal","Positive","assumed societal benefit",NA,"NA","NA","NA",NA,"Crop Yields | Yields | Maize","Positive | assumed societal benefit"
"1108",1103,"Tillage",6000,"2017-2","1",2,"Crop Yields","Yields","Maize","maize grain yield, short season, no manure, high fertility site","No","NA","NA","ton/ha","Tukey","mean",0,"NA","NA",1.92,1,"NA","NA",3.48,"0.05","HH15cm_NT","Conventional Tillage","hand hoe, 15 cm depth","No Tillage","no tillage",0,16,"Conventional Tillage - No Tillage","Cereal","Positive","assumed societal benefit",NA,"NA","NA","NA",81.25,"Crop Yields | Yields | Maize","Positive | assumed societal benefit"
"1109",1104,"Tillage",6000,"2017-2","1",2,"Crop Yields","Yields","Maize","maize grain yield, short season, manure, high fertility site","No","NA","NA","ton/ha","Tukey","mean",0,"NA","NA",3.39,1,"NA","NA",3.62,"ns","HH15cm_NT","Conventional Tillage","hand hoe, 15 cm depth","No Tillage","no tillage",0,16,"Conventional Tillage - No Tillage","Cereal","Positive","assumed societal benefit",NA,"NA","NA","NA",6.78,"Crop Yields | Yields | Maize","Positive | assumed societal benefit"
"1110",1105,"Tillage",6000,"2017-2","1",2,"Crop Yields","Yields","Maize","maize grain yield, short season, no manure, low fertility site","No","NA","NA","ton/ha","Tukey","mean",0,"NA","NA",0.27,1,"NA","NA",0.76,"0.05","HH15cm_NT","Conventional Tillage","hand hoe, 15 cm depth","No Tillage","no tillage",0,16,"Conventional Tillage - No Tillage","Cereal","Positive","assumed societal benefit",NA,"NA","NA","NA",181.48,"Crop Yields | Yields | Maize","Positive | assumed societal benefit"
"1111",1106,"Tillage",6000,"2017-2","1",2,"Crop Yields","Yields","Maize","maize grain yield, short season, manure, low fertility site","No","NA","NA","ton/ha","Tukey","mean",0,"NA","NA",1.47,1,"NA","NA",0.89,"ns","HH15cm_NT","Conventional Tillage","hand hoe, 15 cm depth","No Tillage","no tillage",0,16,"Conventional Tillage - No Tillage","Cereal","Positive","assumed societal benefit",NA,"NA","NA","NA",-39.46,"Crop Yields | Yields | Maize","Positive | assumed societal benefit"
"1112",1107,"Tillage",6000,"2017-2","2",2,"Crop Yields","Yields","Maize","maize grain yield, long season, no manure, high fertility site","No","NA","NA","ton/ha","Tukey","mean",0,"NA","NA",1.25,1,"NA","NA",2.81,"0.05","HH15cm_NT","Conventional Tillage","hand hoe, 15 cm depth","No Tillage","no tillage",0,16,"Conventional Tillage - No Tillage","Cereal","Positive","assumed societal benefit",NA,"NA","NA","NA",124.8,"Crop Yields | Yields | Maize","Positive | assumed societal benefit"
"1113",1108,"Tillage",6000,"2017-2","2",2,"Crop Yields","Yields","Maize","maize grain yield, long season, manure, high fertility site","No","NA","NA","ton/ha","Tukey","mean",0,"NA","NA",2.86,1,"NA","NA",2.41,"ns","HH15cm_NT","Conventional Tillage","hand hoe, 15 cm depth","No Tillage","no tillage",0,16,"Conventional Tillage - No Tillage","Cereal","Positive","assumed societal benefit",NA,"NA","NA","NA",-15.73,"Crop Yields | Yields | Maize","Positive | assumed societal benefit"
"1114",1109,"Tillage",6000,"2017-2","2",2,"Crop Yields","Yields","Maize","maize grain yield, long season, no manure, low fertility site","No","NA","NA","ton/ha","Tukey","mean",0,"NA","NA",0.49,1,"NA","NA",0.85,"0.05","HH15cm_NT","Conventional Tillage","hand hoe, 15 cm depth","No Tillage","no tillage",0,16,"Conventional Tillage - No Tillage","Cereal","Positive","assumed societal benefit",NA,"NA","NA","NA",73.47,"Crop Yields | Yields | Maize","Positive | assumed societal benefit"
"1115",1110,"Tillage",6000,"2017-2","2",2,"Crop Yields","Yields","Maize","maize grain yield, long season, manure, low fertility site","No","NA","NA","ton/ha","Tukey","mean",0,"NA","NA",1.29,1,"NA","NA",0.89,"ns","HH15cm_NT","Conventional Tillage","hand hoe, 15 cm depth","No Tillage","no tillage",0,16,"Conventional Tillage - No Tillage","Cereal","Positive","assumed societal benefit",NA,"NA","NA","NA",-31.01,"Crop Yields | Yields | Maize","Positive | assumed societal benefit"
"1116",1111,"Tillage",6000,"2017-2","2",2,"Crop Yields","Yields","Maize","maize grain yield, short season, no manure, high fertility site","No","NA","NA","ton/ha","Tukey","mean",0,"NA","NA",0.49,1,"NA","NA",1.56,"0.05","HH15cm_NT","Conventional Tillage","hand hoe, 15 cm depth","No Tillage","no tillage",0,16,"Conventional Tillage - No Tillage","Cereal","Positive","assumed societal benefit",NA,"NA","NA","NA",218.37,"Crop Yields | Yields | Maize","Positive | assumed societal benefit"
"1117",1112,"Tillage",6000,"2017-2","2",2,"Crop Yields","Yields","Maize","maize grain yield, short season, manure, high fertility site","No","NA","NA","ton/ha","Tukey","mean",0,"NA","NA",1.38,1,"NA","NA",1.38,"ns","HH15cm_NT","Conventional Tillage","hand hoe, 15 cm depth","No Tillage","no tillage",0,16,"Conventional Tillage - No Tillage","Cereal","Positive","assumed societal benefit",NA,"NA","NA","NA",0,"Crop Yields | Yields | Maize","Positive | assumed societal benefit"
"1118",1113,"Tillage",6000,"2017-2","2",2,"Crop Yields","Yields","Maize","maize grain yield, short season, no manure, low fertility site","No","NA","NA","ton/ha","Tukey","mean",0,"NA","NA",0.27,1,"NA","NA",0.58,"0.05","HH15cm_NT","Conventional Tillage","hand hoe, 15 cm depth","No Tillage","no tillage",0,16,"Conventional Tillage - No Tillage","Cereal","Positive","assumed societal benefit",NA,"NA","NA","NA",114.81,"Crop Yields | Yields | Maize","Positive | assumed societal benefit"
"1119",1114,"Tillage",6000,"2017-2","2",2,"Crop Yields","Yields","Maize","maize grain yield, short season, manure, low fertility site","No","NA","NA","ton/ha","Tukey","mean",0,"NA","NA",1.16,1,"NA","NA",0.71,"ns","HH15cm_NT","Conventional Tillage","hand hoe, 15 cm depth","No Tillage","no tillage",0,16,"Conventional Tillage - No Tillage","Cereal","Positive","assumed societal benefit",NA,"NA","NA","NA",-38.79,"Crop Yields | Yields | Maize","Positive | assumed societal benefit"
"1120",1115,"Tillage",6000,"2017-2","1",2,"Crop Yields","Crop Growth","Aboveground Biomass","maize grain biomass, long season, no manure, high fertility","No","NA","NA","ton/ha","Tukey","mean",0,"NA","NA",1.02,1,"NA","NA",1.76,"ns","HH15cm_NT","Conventional Tillage","hand hoe, 15 cm depth","No Tillage","no tillage",0,16,"Conventional Tillage - No Tillage","Cereal","Positive","assumed societal benefit",NA,"NA","NA","NA",72.55,"Crop Yields | Crop Growth | Aboveground Biomass","Positive | assumed societal benefit"
"1121",1116,"Tillage",6000,"2017-2","1",2,"Crop Yields","Crop Growth","Aboveground Biomass","maize grain biomass, long season, manure, high fertility","No","NA","NA","ton/ha","Tukey","mean",0,"NA","NA",2.16,1,"NA","NA",2.05,"ns","HH15cm_NT","Conventional Tillage","hand hoe, 15 cm depth","No Tillage","no tillage",0,16,"Conventional Tillage - No Tillage","Cereal","Positive","assumed societal benefit",NA,"NA","NA","NA",-5.09,"Crop Yields | Crop Growth | Aboveground Biomass","Positive | assumed societal benefit"
"1122",1117,"Tillage",6000,"2017-2","1",2,"Crop Yields","Crop Growth","Aboveground Biomass","maize grain biomass, long season, no manure, low fertility","No","NA","NA","ton/ha","Tukey","mean",0,"NA","NA",1.03,1,"NA","NA",2.22,"ns","HH15cm_NT","Conventional Tillage","hand hoe, 15 cm depth","No Tillage","no tillage",0,16,"Conventional Tillage - No Tillage","Cereal","Positive","assumed societal benefit",NA,"NA","NA","NA",115.53,"Crop Yields | Crop Growth | Aboveground Biomass","Positive | assumed societal benefit"
"1123",1118,"Tillage",6000,"2017-2","1",2,"Crop Yields","Crop Growth","Aboveground Biomass","maize grain biomass, long season, manure, low fertility","No","NA","NA","ton/ha","Tukey","mean",0,"NA","NA",2.14,1,"NA","NA",2.02,"ns","HH15cm_NT","Conventional Tillage","hand hoe, 15 cm depth","No Tillage","no tillage",0,16,"Conventional Tillage - No Tillage","Cereal","Positive","assumed societal benefit",NA,"NA","NA","NA",-5.61,"Crop Yields | Crop Growth | Aboveground Biomass","Positive | assumed societal benefit"
"1124",1119,"Tillage",6000,"2017-2","1",2,"Crop Yields","Crop Growth","Aboveground Biomass","maize grain biomass, short season, no manure, high fertility","No","NA","NA","ton/ha","Tukey","mean",0,"NA","NA",3.24,1,"NA","NA",5.45,"ns","HH15cm_NT","Conventional Tillage","hand hoe, 15 cm depth","No Tillage","no tillage",0,16,"Conventional Tillage - No Tillage","Cereal","Positive","assumed societal benefit",NA,"NA","NA","NA",68.21,"Crop Yields | Crop Growth | Aboveground Biomass","Positive | assumed societal benefit"
"1125",1120,"Tillage",6000,"2017-2","1",2,"Crop Yields","Crop Growth","Aboveground Biomass","maize grain biomass, short season, manure, high fertility","No","NA","NA","ton/ha","Tukey","mean",0,"NA","NA",5.18,1,"NA","NA",5.65,"ns","HH15cm_NT","Conventional Tillage","hand hoe, 15 cm depth","No Tillage","no tillage",0,16,"Conventional Tillage - No Tillage","Cereal","Positive","assumed societal benefit",NA,"NA","NA","NA",9.07,"Crop Yields | Crop Growth | Aboveground Biomass","Positive | assumed societal benefit"
"1126",1121,"Tillage",6000,"2017-2","1",2,"Crop Yields","Crop Growth","Aboveground Biomass","maize grain biomass, short season, no manure, low fertility","No","NA","NA","ton/ha","Tukey","mean",0,"NA","NA",1.51,1,"NA","NA",2.61,"ns","HH15cm_NT","Conventional Tillage","hand hoe, 15 cm depth","No Tillage","no tillage",0,16,"Conventional Tillage - No Tillage","Cereal","Positive","assumed societal benefit",NA,"NA","NA","NA",72.85,"Crop Yields | Crop Growth | Aboveground Biomass","Positive | assumed societal benefit"
"1127",1122,"Tillage",6000,"2017-2","1",2,"Crop Yields","Crop Growth","Aboveground Biomass","maize grain biomass, short season, manure, low fertility","No","NA","NA","ton/ha","Tukey","mean",0,"NA","NA",2.81,1,"NA","NA",3.12,"ns","HH15cm_NT","Conventional Tillage","hand hoe, 15 cm depth","No Tillage","no tillage",0,16,"Conventional Tillage - No Tillage","Cereal","Positive","assumed societal benefit",NA,"NA","NA","NA",11.03,"Crop Yields | Crop Growth | Aboveground Biomass","Positive | assumed societal benefit"
"1128",1123,"Tillage",6000,"2017-2","2",2,"Crop Yields","Crop Growth","Aboveground Biomass","maize grain biomass, long season, no manure, high fertility","No","NA","NA","ton/ha","Tukey","mean",0,"NA","NA",1.62,1,"NA","NA",2.93,"ns","HH15cm_NT","Conventional Tillage","hand hoe, 15 cm depth","No Tillage","no tillage",0,16,"Conventional Tillage - No Tillage","Cereal","Positive","assumed societal benefit",NA,"NA","NA","NA",80.86,"Crop Yields | Crop Growth | Aboveground Biomass","Positive | assumed societal benefit"
"1129",1124,"Tillage",6000,"2017-2","2",2,"Crop Yields","Crop Growth","Aboveground Biomass","maize grain biomass, long season, manure, high fertility","No","NA","NA","ton/ha","Tukey","mean",0,"NA","NA",2.73,1,"NA","NA",2.1,"ns","HH15cm_NT","Conventional Tillage","hand hoe, 15 cm depth","No Tillage","no tillage",0,16,"Conventional Tillage - No Tillage","Cereal","Positive","assumed societal benefit",NA,"NA","NA","NA",-23.08,"Crop Yields | Crop Growth | Aboveground Biomass","Positive | assumed societal benefit"
